DATE/TIME,ADDRESS,CITY,COUNTY,AGENCY,RANK,OFFICER NAME,YRS EXP,INJURIES,CLEARED?,BODY CAM,RACE,SEX,NOTES
12/2/15 3:39 PM,THIRD ST & KEITH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,NICHOLAS CUEAS,,,5/24/2018,NONE,,M,
12/2/15 3:39 PM,THIRD ST & KEITH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,SCOTT PHILLIPS,,,5/24/2018,NONE,,M,
12/1/15 12:50 PM,BLOSSOM HILL ROAD & ALMADEN EXPRESSWAY,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,BRENT OSBORN,3,,,,,M,
11/18/15 11:00 PM,16320 1ST ST,GUERNEVILLE,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,DEPUTY,HENRI BOUSTANY,17,,,,,M,
11/18/15 11:00 PM,16320 1ST ST,GUERNEVILLE,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,DEPUTY,FRANK CHAVEZ,18,,,,,M,
11/15/15 5:34 PM,90TH AVE & BANCROFT AVE,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,SGT.,JOSEPH TURNER,7,NONE,2/8/2017,OFF,WHITE,M,
11/15/15 5:34 PM,90TH AVE & BANCROFT AVE,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,JONATHAN CAIRO,1,NONE,2/8/2017,OFF,HISPANIC,M,
11/15/15 5:34 PM,90TH AVE & BANCROFT AVE,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,JOSHUA BARNARD,1,NONE,2/8/2017,OFF,WHITE,M,
11/15/15 5:34 PM,90TH AVE & BANCROFT AVE,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,ALLAHNO HUGHES,0,NONE,2/8/2017,OFF,BLACK,M,
11/12/15 11:45 PM,RICARDO AVE & FALGREN AVE,HAYWARD,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,JULIAN SANCHEZ,3,,,,,M,
11/12/15 12:15 PM,1200 AYALA DRIVE,SUNNYVALE,SANTA CLARA,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,LT.,DANIEL PISTOR,18,,4/26/2017,NONE,,M,
11/12/15 12:15 PM,1200 AYALA DRIVE,SUNNYVALE,SANTA CLARA,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,OFFICER,SEAN MULA,1,,4/26/2017,NONE,,M,
11/12/15 12:15 PM,1200 AYALA DRIVE,SUNNYVALE,SANTA CLARA,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,OFFICER,BARON RENZI,1,,4/26/2017,NONE,,M,
11/11/15 4:15 PM,3555 CESAR CHAVEZ ST.,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,JEFFREY T. ALOISE,,NONE,11/14/2017,NONE,,M,
11/11/15 4:15 PM,3555 CESAR CHAVEZ ST.,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,JEFFREY ARAULLO CAMILOSA,,NONE,11/14/2017,NONE,,M,
11/11/15 4:15 PM,3555 CESAR CHAVEZ ST.,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,ANDRES R. GARZA,,NONE,11/14/2017,NONE,,M,
11/11/15 1:00 AM,300 BAUTISTA PLACE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,,,,,NONE,,,
11/9/15 5:05 PM,4400 CAMDEN AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,SGT.,JUSTIN MORO,15,,11/28/2016,NONE,,M,
10/24/15 8:30 AM,TREASURE ISLAND ROAD & CLIPPER COVE WAY,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,DAMON HART,,,10/17/2017,NONE,,M,
10/24/15 8:30 AM,TREASURE ISLAND ROAD & CLIPPER COVE WAY,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,DINO ZOGRAFOS,,,10/17/2017,NONE,,M,
10/23/15 8:41 AM,1567 137TH AVE,SAN LEANDRO,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,NICK CORTI,12,,,ON,WHITE,M,
10/23/15 8:41 AM,1567 137TH AVE,SAN LEANDRO,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,ALEX YING,4,,,ON,ASIAN,M,
10/15/15 12:06 PM,EIGHTH ST & MARKET ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,MICHAEL P. KONIARIS,17,NONE,11/13/2017,NONE,,M,
10/11/15 7:30 PM,5000 OLD DUBLIN ROAD,CASTRO VALLEY,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,JOSHUA MILLER,3,,,,,M,
10/11/15 7:30 PM,5000 OLD DUBLIN ROAD,CASTRO VALLEY,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,JEFFREY EDWARDS,9,,,,,M,
9/23/15 6:34 PM,6100 MONTEREY ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,DANIEL MORALES,2,,,NONE,,M,
9/22/15 2:30 AM,170TH AVE & MELODY WAY,SAN LEANDRO,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,,,,,,,,,
8/30/15 9:30 AM,DEL MONTE AVE & ROMNEY AVE,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,SGT.,KEN HANCOCK,20,,,,,M,
8/27/15 8:30 AM,200 WEST MACARTHUR BLVD,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,JENNIFER FARRELL,18,NONE,10/16/2017,,WHITE,F,
8/17/15 7:00 PM,KIRKHAVEN COURT & STONEYHAVEN WAY,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,JACOB MORRIS,15,NONE,7/17/2017,NONE,,M,
8/16/15 10:10 PM,3100 SENTER ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,VIDAL FONSECA,9,,1/4/2017,NONE,,M,
8/16/15 10:10 PM,3100 SENTER ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,MICHAEL JEFFREY,14,,1/4/2017,NONE,,M,
8/15/15 4:00 PM,806 W AHWANHEE AVE,SUNNYVALE,SANTA CLARA,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,OFFICER,BRYAN SMART,18,,4/5/2016,,,,
8/12/15 2:39 PM,27TH ST & MARTIN LUTHER KING JR. WAY,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,JONATHON MUNIZ,7,NONE,10/16/2017,ON,HISPANIC,M,
8/12/15 2:39 PM,27TH ST & MARTIN LUTHER KING JR. WAY,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,JESSE LAWLESS,6,NONE,10/16/2017,ON,WHITE,M,
8/12/15 2:39 PM,27TH ST & MARTIN LUTHER KING JR. WAY,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,JOHN SHACKFORD,1,NONE,10/16/2017,ON,WHITE,M,
8/10/15 12:11 AM,1300 SAN MARCOS ST,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,CHRISTOPHER BERGSTROM,9,,,NONE,,M,
8/10/15 12:11 AM,1300 SAN MARCOS ST,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,TYLER SCOTT MORAN,2,,,NONE,,M,
8/9/15 6:20 PM,E SAN ANTONIO ST & PACKING PLACE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,ADAM DORN,8,NONE,5/4/2017,NONE,,M,
8/9/15 6:20 PM,E SAN ANTONIO ST & PACKING PLACE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,TIMOTHY FAYE,12,NONE,5/4/2017,NONE,,M,
8/5/15 11:00 AM,500 EAST 12TH ST,PITTSBURG,CONTRA COSTA,PITTSBURG POLICE DEPARTMENT,,,24,,,,,M,
8/3/15 10:26 PM,1 HEGENBERGER ROAD,OAKLAND,ALAMEDA,CONTRA COSTA COUNTY DISTRICT ATTORNEY'S OFFICE,,,,,,,,M,
8/3/15 1:28 AM,3800 MARTIN LUTHER KING JR. WAY,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,SGT.,ABDULLAH DADGAR,14,FATAL,10/16/2017,,OTHER,M,
8/3/15 1:28 AM,3800 MARTIN LUTHER KING JR. WAY,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,SOPHIA COYSH,1,,10/16/2017,,WHITE,F,
7/31/15 11:30 PM,CARLING COURT & EDENVIEW DRIVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,,,,,NONE,,,
7/31/15 11:22 PM,SAN CARLOS ST & ALMADEN BLVD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,,,,,NONE,,,
7/27/15 6:45 PM,FULTON ST & HYDE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,GARY KUNABOOT,,,,NONE,,M,DOG
7/26/15 6:05 AM,SAN BRUNO AVE & N MCDONNELL ROAD,SAN FRANCISCO,SAN MATEO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,BARRY L. WOOD,,,,NONE,,M,
7/22/15 3:15 AM,MYRTLE ST & LYON ST,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,JUSTIN GREEN,7,NONE,,NONE,,M,
7/21/15 6:00 AM,155 HERMANN ST.,SAN FRANCISCO,SAN FRANCISCO,U.S. MINT POLICE,,,,,,,,M,
7/20/15 6:52 PM,4700 BAFFIN AVE,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,MARRKEL SMITH,5,,,,,M,
7/20/15 6:52 PM,4700 BAFFIN AVE,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,TIMOTHY FERRARA,10,,,,,M,
7/19/15 6:25 AM,MACDONALD AVE & SAN PABLO AVE,RICHMOND,CONTRA COSTA,RICHMOND POLICE DEPARTMENT,,,,,,,,,
7/5/15 11:36 PM,BUSH AVE & RUMRILL BLVD,SAN PABLO,CONTRA COSTA,SAN PABLO POLICE DEPARTMENT,,,,,,,,,
7/5/15 2:00 AM,4321 FIRST ST,PLEASANTON,ALAMEDA,PLEASANTON POLICE DEPARTMENT,OFFICER,DANIEL KUNKEL,,,2/17/2016,OFF,,M,
7/5/15 12:12 AM,15956 E 14TH ST,ASHLAND,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,JULIAN SANCHEZ,3,,,,,M,
6/14/15 6:08 PM,1400 OAKDALE AVE,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,JONATHAN F. RUSTEEN,,,,NONE,,M,DOG
6/6/15 8:40 AM,LAKE PARK AVE & LAKESHORE AVE,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,NICOLE RHODES,0,NONE,2/8/2016,ON,WHITE,F,
6/3/15 9:00 PM,CROCKER AVE & BRUNSWICK ST,DALY CITY,SAN MATEO,FOSTER CITY POLICE DEPARTMENT,OFFICER,JUSTIN CARLTON,,,,,,M,
4/29/15 2:40 PM,16376 FIFTH ST.,GUERNEVILLE,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,DEPUTY,THEODORE VANBEBBER,,,,,,M,
4/23/15 12:06 AM,2661 OLD GRAVENSTEIN HIGHWAY,SEBASTOPOL,SONOMA,SONOMA COUNTY SHERIFF'S OFFICE,DEPUTY,JOEL PEDERSEN,24,,,,,M,
4/23/15 12:06 AM,2661 OLD GRAVENSTEIN HIGHWAY,SEBASTOPOL,SONOMA,WINDSOR POLICE DEPARTMENT,OFFICER,JAMES FALBERG,9,,,,,M,
4/23/15 12:06 AM,2661 OLD GRAVENSTEIN HIGHWAY,SEBASTOPOL,SONOMA,WINDSOR POLICE DEPARTMENT,OFFICER,LAWRENCE MATELLI,3,,,,,M,
4/23/15 12:06 AM,2661 OLD GRAVENSTEIN HIGHWAY,SEBASTOPOL,SONOMA,WINDSOR POLICE DEPARTMENT,OFFICER,DANIEL EDWARDS,1,,,,,M,
4/15/15 4:35 PM,300 105TH AVE,OAKLAND,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,SGT,BRIAN ANTHONY,13,,,ON,WHITE,M,
4/8/15 11:45 AM,1100 TASMAN DRIVE,SUNNYVALE,SANTA CLARA,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,OFFICER,BENJAMIN KROUTIL,13,,,,,M,
3/25/15 11:25 AM,3600 SWEIGERT ROAD,SAN JOSE,SANTA CLARA,SANTA CLARA COUNTY SHERIFF'S OFFICE,DEPUTY,STEVEN VANDEGRAAF,13,,,NONE,WHITE,M,
3/24/15 6:50 PM,2600 SENTER ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,DOUG POTWORA,16,,5/5/2016,NONE,,M,
3/24/15 6:50 PM,2600 SENTER ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,MICHAEL JOHNSON,14,,5/5/2016,NONE,,M,
3/22/15 2:00 AM,2105 SCOTT BLVD,SANTA CLARA,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,OFFICER,JOSH CRAIG,5,,3/17/2016,,,M,
3/22/15 2:00 AM,2105 SCOTT BLVD,SANTA CLARA,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,OFFICER,RANDY VAN DIEMEN,2,,3/17/2016,,,M,
3/21/15 7:00 PM,500 38TH ST,RICHMOND,CONTRA COSTA,RICHMOND POLICE DEPARTMENT,,,,,,,,,
3/21/15 5:47 PM,904 ADMIRAL CALLAGHAN LANE,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,JASON BAHOU,0,NONE,10/24/2016,OFF,,M,
3/17/15 7:07 PM,VAN NESS AVE & PINE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,THOMAS MCGUIRE,,,10/24/2017,NONE,,M,
3/17/15 7:07 PM,VAN NESS AVE & PINE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,MICHAEL TURSI,,,10/24/2017,NONE,,M,
3/13/15 4:50 PM,1409 EAST AVE.,NAPA,NAPA,NAPA POLICE DEPARTMENT,DETECTIVE,THOMAS KEENER,,,,,,M,
3/1/2015 1:56 AM,329 D ST.,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,KEITH MIZUHARA,,,,NONE,,M,
2/26/15 9:47 PM,FOLSOM ST & 25TH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,CRAIG TIFFE,,,4/12/2017,NONE,,M,
2/26/15 9:47 PM,FOLSOM ST & 25TH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,ERIC REBOLI,,,4/12/2017,NONE,,M,
2/22/15 11:20 PM,LASSEN ST & CLARK DRIVE,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,JARRETT TONN,0,,,,WHITE,M,
2/22/15 11:20 PM,LASSEN ST & CLARK DRIVE,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,GARY JONES,0,,,,,M,
2/22/15 13:30,288 HOLLADAY AVE.,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,CURRY,,,,,,,DOG
2/18/15 8:30 AM,14771 SAN PABLO AVE.,SAN PABLO,CONTRA COSTA,SAN PABLO POLICE DEPARTMENT,,,7,,,,,,
2/18/15 8:30 AM,14771 SAN PABLO AVE.,SAN PABLO,CONTRA COSTA,SAN PABLO POLICE DEPARTMENT,,,5,,,,,,
2/13/15 9:42 AM,88TH AVE & E ST,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,MICHAEL COOPER,8,,,,WHITE,M,
2/11/15 5:00 PM,1300 SHERMAN ST,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,RYAN DOTE,8,,9/30/2015,NONE,,M,
2/11/15 5:00 PM,1300 SHERMAN ST,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,JAMES SOH,8,,9/30/2015,NONE,,M,
2/9/15 5:45 PM,SOUTH WOLFE ROAD & EAST EL CAMINO REAL,SUNNYVALE,SANTA CLARA,SANTA CLARA POLICE DEPARTMENT,OFFICER,PETER STEPHENS,5,,,,,M,
2/7/15 12:14 AM,2100 E 17TH ST,OAKLAND,ALAMEDA,OAKLAND POLICE DEPARTMENT,OFFICER,KAROLINA ZACHOSZCZ,0,,,,WHITE,F,
2/3/15 12:40 PM,CLAUDIA COURT,ANTIOCH,CONTRA COSTA,CONTRA COSTA COUNTY SHERIFF'S OFFICE,DEPUTY,SCOTT PLILER,,,,,,M,
2/3/15 12:35 PM,3406 HOLLIS ST.,OAKLAND,ALAMEDA,EMERYVILLE POLICE DEPARTMENT,OFFICER,MICHELLE SHEPHERD,7,NONE,11/5/2015,NONE,,F,
2/3/15 12:35 PM,3406 HOLLIS ST.,OAKLAND,ALAMEDA,EMERYVILLE POLICE DEPARTMENT,OFFICER,WARREN WILLIAMS,7,NONE,11/5/2015,OFF,,M,
1/16/15 2:00 PM,SYLVESTER HARVEY PARK,FREMONT,ALAMEDA,FREMONT POLICE DEPARTMENT,OFFICER,JEFF LAWRENCE,,NONE,,,,M,
1/15/15 1:30 PM,2000 NEVIN AVE,RICHMOND,CONTRA COSTA,RICHMOND POLICE DEPARTMENT,,,,,,,HISPANIC,M,
1/15/15 7:49 AM,2000 SOUSA COURT,FAIRFIELD,SOLANO,FAIRFIELD POLICE DEPARTMENT,OFFICER,DAN HATZELL,,NONE,12/8/2015,,,M,
1/4/15 5:20 PM,630 VALENCIA ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,MICHAEL SERUJO,,,3/2/2018,NONE,,M,
1/4/15 5:20 PM,630 VALENCIA ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,SGT.,NICOLAS PENA,,,3/2/2018,NONE,,M,
1/4/15 8:40 AM,400 MASON ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,SEAN PADILLA,,,8/21/2018,NONE,,M,
1/1/15 3:00 AM,600 FIRST LANE,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,OFFICER,MARK KOSTA,,,,,,,
1/1/15 3:00 AM,600 FIRST LANE,SOUTH SAN FRANCISCO,SAN MATEO,SOUTH SAN FRANCISCO POLICE DEPARTMENT,OFFICER,HENRY VELEZ,,,,,,,
12/7/14 8:05 PM,9800 SPRINGFIELD ST,OAKLAND,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,DARYL PASUT,2,,11/24/2015,,,M,
12/7/14 8:05 PM,9800 SPRINGFIELD ST,OAKLAND,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,CALVIN PRIETO,0,,11/24/2015,,,M,
12/7/14 8:05 PM,9800 SPRINGFIELD ST,OAKLAND,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,IAIN FRY,11,,11/24/2015,,,M,
12/7/14 8:05 PM,9800 SPRINGFIELD ST,OAKLAND,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,,REDACTED,,,11/24/2015,,,,
12/4/14 7:24 AM,600 BROADMOOR BLVD,SAN LEANDRO,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,TOM ROSENLIND,17,,,ON,WHITE,M,
12/4/14 7:24 AM,600 BROADMOOR BLVD,SAN LEANDRO,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,KENNY SHEDD,12,,,ON,BLACK,M,
12/3/14 6:00 AM,LEAVENWORTH ST & PINE ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,PHILIP CHARLES HELMER,15,,,NONE,,M,
11/12/14 8:20 PM,1975 DIAMOND BLVD,CONCORD,CONTRA COSTA,CONCORD POLICE DEPARTMENT,OFFICER,JAMES CARTWRIGHT,,,,,,M,
11/12/14 8:20 PM,1975 DIAMOND BLVD,CONCORD,CONTRA COSTA,CONCORD POLICE DEPARTMENT,OFFICER,KEVIN HALM,,,,,,M,
11/11/14 12:33 PM,WILLOW PLACE,MENLO PARK,SAN MATEO,MENLO PARK POLICE DEPARTMENT,OFFICER,NICHOLAS DOUGLAS,,,2/6/2015,OFF,,M,
11/11/14 12:33 PM,WILLOW PLACE,MENLO PARK,SAN MATEO,MENLO PARK POLICE DEPARTMENT,OFFICER,SCOTT MACKDANZ,,,2/6/2015,OFF,,M,
11/6/14 7:50 PM,900 CONNECTICUT ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,ED OCHOA,,,10/17/2017,NONE,,M,
11/4/14 0:08,190 TENTH ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,ESSON,,,,,,,DOG
10/30/14 12:00 PM,3288 PIERCE ST.,RICHMOND,CONTRA COSTA,RICHMOND POLICE DEPARTMENT,DETECTIVE,,,,,,,,
10/30/14 12:00 PM,3288 PIERCE ST.,RICHMOND,CONTRA COSTA,RICHMOND POLICE DEPARTMENT,DETECTIVE,,,,,,,,
10/7/14 9:00 PM,JACK LONDON ALLEY & BRYANT ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,DAVID GOFF,,,3/2/2018,NONE,,M,
10/5/14 4:27 AM,WOODLAND PARK,SAN LEANDRO,ALAMEDA,SAN LEANDRO POLICE DEPARTMENT,OFFICER,NEIL GOODMAN,17,,,OFF,WHITE,M,
9/25/14 5:54 AM,CALIFORNIA ST & BATTERY ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,OMAR A ALVARENGA,,NONE,9/12/2017,NONE,,M,
9/25/14 5:54 AM,CALIFORNIA ST & BATTERY ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,CHRISTOPHER COTTER,,NONE,9/12/2017,NONE,,M,
9/25/14 5:54 AM,CALIFORNIA ST & BATTERY ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,JAMES P JOHNSON,,NONE,9/12/2017,NONE,,M,
9/25/14 5:54 AM,CALIFORNIA ST & BATTERY ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,KURT T MACAULAY,,NONE,9/12/2017,NONE,,M,
9/25/14 5:54 AM,CALIFORNIA ST & BATTERY ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,RYAN D MCEACHERN,,NONE,9/12/2017,NONE,,M,
9/25/14 5:54 AM,CALIFORNIA ST & BATTERY ST,SAN FRANCISCO,SAN FRANCISCO,SAN FRANCISCO POLICE DEPARTMENT,OFFICER,GORDON J WONG,,NONE,9/12/2017,NONE,,M,
9/14/14 12:15 AM,3322 CUTTING BLVD.,RICHMOND,CONTRA COSTA,RICHMOND POLICE DEPARTMENT,OFFICER,WALLACE JENSEN,6,,,,,M,
8/14/14 10:36 AM,700 BLOSSOM HILL ROAD,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,OFFICER,WAKANA OKUMA,13,,,NONE,,F,
8/11/14 9:30 PM,SECOND ST & MACDONALD AVE,RICHMOND,CONTRA COSTA,RICHMOND POLICE DEPARTMENT,,,,,,,,,
8/3/14 4:00 AM,105TH AVE & EDES AVE,OAKLAND,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,DEREK THOMS,8,NONE,10/20/2015,OFF,WHITE,M,
7/28/14 8:30 AM,4100 FOLSOM DRIVE,ANTIOCH,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,,,,,,NONE,,,
7/17/14 4:45 PM,168TH AVE & E 14TH ST,SAN LEANDRO,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,RICHARD BUCKHOUT,13,,2/8/2016,,,M,
7/13/14 8:37 PM,200 MARK ST,VALLEJO,SOLANO,VALLEJO POLICE DEPARTMENT,OFFICER,JOSH COLEMAN,8,,,,,M,
7/6/14 4:06 AM,500 W. A ST.,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,KENNETH LANDRETH,,NONE,,NONE,,M,
7/6/14 4:06 AM,500 W. A ST.,HAYWARD,ALAMEDA,HAYWARD POLICE DEPARTMENT,OFFICER,RICARDO FLORES,,NONE,,NONE,,M,
6/28/14 9:30 PM,PACHECO BLVD & FALLING STAR DRIVE,PACHECO,CONTRA COSTA,CALIFORNIA HIGHWAY PATROL,,,,,,,,,
6/5/14 7:30 AM,498 N. FAIR OAKS AVE.,SUNNYVALE,SANTA CLARA,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,DETECTIVE,CHRISTOPHER KETCHUM,,,3/7/2016,NONE,,M,
6/5/14 7:30 AM,498 N. FAIR OAKS AVE.,SUNNYVALE,SANTA CLARA,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,DETECTIVE,MARK JORGENSON,,,3/7/2016,NONE,,M,
6/5/14 7:30 AM,498 N. FAIR OAKS AVE.,SUNNYVALE,SANTA CLARA,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,DETECTIVE,GREGORY OTHON,,,3/7/2016,NONE,,M,
6/4/14 4:15 PM,1600 SYCAMORE DRIVE,ANTIOCH,CONTRA COSTA,ANTIOCH POLICE DEPARTMENT,OFFICER,JAMES COLLEY,8,,,NONE,,M,
6/3/14 9:20 PM,2001 MIRAMONTES POINT ROAD,HALF MOON BAY,SAN MATEO,SAN MATEO COUNTY SHERIFF'S OFFICE,DEPUTY,MENH TRIEU,,,8/18/2014,,,M,
5/21/14,18552 ROBSCOTT AVE,HAYWARD,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,DEPUTY,R. ARMSTRONG,7,,,,,,
5/15/14 5:30 PM,2700 PACHECO ST,CONCORD,CONTRA COSTA,CONCORD POLICE DEPARTMENT,,,,,,,,,
5/10/14 11:40 PM,STORY ROAD & MCCREERY AVE,SAN JOSE,SANTA CLARA,SAN JOSE POLICE DEPARTMENT,,,,,,NONE,,,
5/10/14 1:30 AM,FAIRMONT DRIVE & E 14TH ST,SAN LEANDRO,ALAMEDA,ALAMEDA COUNTY SHERIFF'S OFFICE,SGT.,ERICH MARAPAO,14,,,,,M,
